date,time,location,wp,gps,lat,lon,cw1,cw2,ht,bd1,bd2,buds,flowers,pods,seeds,resprout,rhizobia,disturbed,bipinnate,notes
12/02/2015,NA,Tokai,19,NA,-34.059607,18.414941,0.11,0.06,0.28,0.003,0.003,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,20,NA,-34.059607,18.414946,0.19,0.23,0.56,0.005,0.005,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,21,NA,-34.059607,18.414946,0.14,0.15,1.14,0.006,0.006,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,22,NA,-34.059609,18.414949,0.04,0.04,0.07,0.001,0.001,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,23,NA,-34.059607,18.414947,0.03,0.04,0.05,0.001,0.001,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,24,NA,-34.059606,18.414944,0.025,0.02,0.08,0.001,0.001,N,N,N,N,N,N,NA,NA,Pulled
12/02/2015,NA,Tokai,25,NA,-34.059608,18.414945,0.02,0.02,0.09,0.001,0.001,N,N,N,N,N,N,NA,NA,Pulled
01/12/2015,NA,Tokai,1,NA,-34.05959,18.41493,0.1,0.09,0.2,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,2,NA,-34.05959,18.41493,0.08,0.06,0.14,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,3,NA,-34.05959,18.41493,0.035,0.02,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,4,NA,-34.05961,18.41488,0.12,0.04,0.23,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,5,NA,-34.0596,18.41488,0.07,0.08,0.13,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,6,NA,-34.05962,18.41487,0.07,0.035,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,7,NA,-34.05962,18.41488,0.035,0.025,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,8,NA,-34.05961,18.4149,0.02,0.03,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,9,NA,-34.05962,18.41492,0.002,0.04,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,10,NA,-34.05961,18.41491,0.004,0.02,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,11,NA,-34.05961,18.41491,0.002,0.04,0.11,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,12,NA,-34.05961,18.41491,0.002,0.02,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,13,NA,-34.05961,18.41492,0.005,0.035,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,14,NA,-34.05961,18.41491,0.002,0.03,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,15,NA,-34.05962,18.41492,0.003,0.025,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,16,NA,-34.05963,18.41493,0.002,0.035,0.09,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,17,NA,-34.05962,18.41493,0.002,0.02,0.03,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,18,NA,-34.05962,18.41493,0.002,0.025,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,19,NA,-34.05961,18.41493,0.003,0.025,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,20,NA,-34.0596,18.41493,0.002,0.035,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,21,NA,-34.05961,18.41493,0.002,0.065,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,22,NA,-34.05959,18.41494,0.002,0.025,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,23,NA,-34.05964,18.41492,0.003,0.02,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,24,NA,-34.05964,18.41492,0.002,0.025,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,25,NA,-34.05964,18.41493,0.04,0.04,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,26,NA,-34.05964,18.41493,0.025,0.03,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,27,NA,-34.05964,18.41493,0.03,0.04,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,28,NA,-34.05964,18.41493,0.02,0.02,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,29,NA,-34.05965,18.41493,0.03,0.03,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,30,NA,-34.05965,18.41493,0.05,0.06,0.1,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,31,NA,-34.05963,18.41495,0.045,0.03,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,32,NA,-34.05964,18.41494,0.1,0.08,0.2,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,33,NA,-34.05964,18.41495,0.035,0.04,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,34,NA,-34.05964,18.41496,0.03,0.025,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,35,NA,-34.05965,18.41495,0.055,0.04,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,36,NA,-34.05965,18.41493,0.03,0.025,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,37,NA,-34.05965,18.41493,0.025,0.035,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,38,NA,-34.05966,18.41493,0.025,0.02,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,39,NA,-34.05965,18.41493,0.03,0.045,0.035,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,40,NA,-34.05963,18.41492,0.02,0.025,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,41,NA,-34.05963,18.41492,0.03,0.025,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,42,NA,-34.05963,18.41492,0.02,0.025,0.03,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,43,NA,-34.05963,18.41493,0.06,0.07,0.1,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,44,NA,-34.05962,18.41495,0.045,0.06,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,45,NA,-34.05962,18.41495,0.035,0.03,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,46,NA,-34.05961,18.41495,0.04,0.02,0.05,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,47,NA,-34.05961,18.41495,0.02,0.015,0.035,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,48,NA,-34.05961,18.41495,0.02,0.01,0.03,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,49,NA,-34.05961,18.41495,0.02,0.02,0.03,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,50,NA,-34.05961,18.41495,0.025,0.02,0.08,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,51,NA,-34.05965,18.41499,0.12,0.05,0.33,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,52,NA,-34.05964,18.41504,0.07,0.07,0.25,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,53,NA,-34.05961,18.41501,0.13,0.11,0.19,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,54,NA,-34.05962,18.41497,0.04,0.025,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,55,NA,-34.05946,18.41495,0.03,0.04,0.1,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,56,NA,-34.05946,18.41495,0.09,0.06,0.08,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,57,NA,-34.05945,18.41495,0.02,0.015,0.03,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,58,NA,-34.05945,18.41495,0.03,0.025,0.085,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,59,NA,-34.05945,18.41495,0.09,0.23,0.17,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,60,NA,-34.05945,18.41495,0.025,0.025,0.2,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,61,NA,-34.05945,18.41495,0.025,0.035,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,62,NA,-34.05945,18.41495,0.01,0.04,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,63,NA,-34.05945,18.41495,0.01,0.045,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,64,NA,-34.05945,18.41495,0.03,0.06,0.08,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,65,NA,-34.05947,18.41492,0.035,0.04,0.07,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,66,NA,-34.05946,18.41492,0.08,0.055,0.08,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,67,NA,-34.05946,18.41494,0.085,0.04,0.11,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,68,NA,-34.05945,18.41492,0.07,0.065,0.17,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,69,NA,-34.05945,18.4149,0.03,0.025,0.045,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,70,NA,-34.05945,18.4149,0.04,0.05,0.075,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,71,NA,-34.05945,18.4149,0.05,0.04,0.06,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,72,NA,-34.05943,18.41491,0.08,0.06,0.1,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,73,NA,-34.05946,18.41489,0.08,0.05,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,74,NA,-34.05946,18.41489,0.09,0.05,0.1,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,75,NA,-34.05946,18.41489,0.035,0.02,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,76,NA,-34.05946,18.4149,0.03,0.01,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,77,NA,-34.05946,18.4149,0.02,0.02,0.035,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,78,NA,-34.05945,18.41495,0.02,0.025,0.04,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,79,NA,-34.05945,18.41496,0.06,0.08,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,80,NA,-34.05944,18.41496,0.06,0.04,0.12,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,81,NA,-34.05942,18.41499,0.06,0.04,0.13,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,82,NA,-34.05943,18.41498,0.045,0.04,0.06,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,83,NA,-34.05943,18.41499,0.04,0.045,0.16,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,84,NA,-34.05943,18.41499,0.05,0.045,0.12,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,85,NA,-34.05943,18.41499,0.08,0.21,0.16,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,86,NA,-34.05942,18.41498,0.13,0.05,0.13,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,87,NA,-34.05942,18.41499,0.13,0.1,0.24,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,88,NA,-34.05942,18.41498,0.15,0.13,0.17,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,89,NA,-34.05942,18.41498,0.05,0.045,0.11,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,90,NA,-34.05943,18.41499,0.12,0.19,0.2,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,91,NA,-34.05943,18.41499,0.06,0.045,0.07,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,92,NA,-34.05943,18.41499,0.04,0.045,0.1,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,93,NA,-34.05942,18.41501,0.16,0.19,0.19,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,94,NA,-34.05941,18.41501,0.11,0.09,0.21,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,95,NA,-34.05941,18.415,0.095,0.08,0.1,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,96,NA,-34.05941,18.41499,0.08,0.13,0.12,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,97,NA,-34.05941,18.41499,0.09,0.1,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,98,NA,-34.0594,18.41499,0.09,0.08,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,99,NA,-34.05941,18.41499,0.15,0.27,0.3,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,100,NA,-34.05941,18.41499,0.5,0.67,0.76,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,101,NA,-34.05941,18.415,0.18,0.15,0.22,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,102,NA,-34.05941,18.415,0.06,0.05,0.13,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,103,NA,-34.05941,18.415,0.2,0.49,0.24,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,104,NA,-34.0594,18.41502,0.11,0.08,0.21,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,105,NA,-34.05939,18.41502,0.11,0.1,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,106,NA,-34.05939,18.41501,0.12,0.1,0.2,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,107,NA,-34.05939,18.41502,0.1,0.08,0.24,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,108,NA,-34.05939,18.41501,0.09,0.13,0.1,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,109,NA,-34.05939,18.41501,0.06,0.09,0.14,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,110,NA,-34.05939,18.41502,0.1,0.08,0.17,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,111,NA,-34.05939,18.41501,0.11,0.1,0.42,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,112,NA,-34.05939,18.41499,0.15,0.23,0.48,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,113,NA,-34.05939,18.41499,0.23,0.09,0.27,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,114,NA,-34.05939,18.41499,0.19,0.09,0.41,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,115,NA,-34.05941,18.41499,0.06,0.12,0.18,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,116,NA,-34.05941,18.41496,0.17,0.1,0.26,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,117,NA,-34.05941,18.41496,0.19,0.18,0.27,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,118,NA,-34.05941,18.41496,0.08,0.09,0.19,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,119,NA,-34.0594,18.41497,0.11,0.09,0.36,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,120,NA,-34.05939,18.41497,0.05,0.04,0.13,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,121,NA,-34.0594,18.41497,0.09,0.07,0.2,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,122,NA,-34.05939,18.41497,0.05,0.06,0.19,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,123,NA,-34.0594,18.41497,0.14,0.13,0.22,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,124,NA,-34.05939,18.41497,0.09,0.07,0.16,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,125,NA,-34.05939,18.41497,0.06,0.05,0.11,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,126,NA,-34.05939,18.41497,0.1,0.09,0.2,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,127,NA,-34.05939,18.41497,0.2,0.27,0.3,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,128,NA,-34.05939,18.41496,0.11,0.1,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,129,NA,-34.05939,18.41496,0.09,0.06,0.21,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,130,NA,-34.05938,18.41496,0.13,0.07,0.16,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,131,NA,-34.05938,18.41495,0.26,0.24,0.25,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,132,NA,-34.05938,18.41495,0.2,0.13,0.25,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,133,NA,-34.05938,18.41495,0.15,0.27,0.3,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,134,NA,-34.05939,18.41494,0.1,0.07,0.28,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,135,NA,-34.05939,18.41494,0.13,0.23,0.37,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,136,NA,-34.05938,18.41494,0.22,0.18,0.19,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,137,NA,-34.05938,18.41493,0.26,0.19,0.16,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,138,NA,-34.05938,18.41493,0.21,0.2,0.18,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,139,NA,-34.05938,18.41493,0.2,0.19,0.24,0.004,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,140,NA,-34.05942,18.41492,0.1,0.09,0.16,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,141,NA,-34.05942,18.41492,0.13,0.09,0.17,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,142,NA,-34.05942,18.41492,0.11,0.1,0.21,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,143,NA,-34.05942,18.41492,0.15,0.1,0.18,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,144,NA,-34.05942,18.41491,0.28,0.26,0.29,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,145,NA,-34.05942,18.41491,0.06,0.05,0.18,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,146,NA,-34.05942,18.41491,0.09,0.08,0.16,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,147,NA,-34.05941,18.41492,0.06,0.05,0.1,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,148,NA,-34.05941,18.41492,0.17,0.14,0.2,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,149,NA,-34.0594,18.41489,0.11,0.07,0.15,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,150,NA,-34.0594,18.41489,0.13,0.19,0.21,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,151,NA,-34.05939,18.41493,0.06,0.04,0.09,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,152,NA,-34.05939,18.41493,0.07,0.13,0.19,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,153,NA,-34.05939,18.41493,0.14,0.11,0.15,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,154,NA,-34.0594,18.41491,0.16,0.11,0.18,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,155,NA,-34.0594,18.41491,0.3,0.17,0.22,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,156,NA,-34.0594,18.41491,0.08,0.07,0.13,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,157,NA,-34.0594,18.4149,0.08,0.05,0.13,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,158,NA,-34.05939,18.4149,0.065,0.04,0.09,0.001,0.001,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,159,NA,-34.05939,18.41489,0.09,0.06,0.19,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,160,NA,-34.05938,18.41486,0.05,0.1,0.3,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,161,NA,-34.05937,18.41486,0.05,0.06,0.17,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,162,NA,-34.05937,18.41486,0.1,0.15,0.29,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,163,NA,-34.05937,18.41486,0.19,0.17,0.28,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,164,NA,-34.05938,18.41487,0.29,0.09,0.26,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,165,NA,-34.05937,18.4149,0.16,0.11,0.15,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,166,NA,-34.05938,18.4149,0.12,0.07,0.14,0.002,0.002,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
01/12/2015,NA,Tokai,167,NA,-34.05939,18.4149,0.16,0.17,0.15,0.003,0.003,NA,NA,NA,NA,NA,NA,NA,NA,Pulled
